iter	Logloss
199	0.1770637176
200	0.1766538807
201	0.1762317209
202	0.1756102244
203	0.1751714594
204	0.1747161641
205	0.1742228153
206	0.1736055636
207	0.1730703466
208	0.1720250822
209	0.1715830635
210	0.1712635078
211	0.1707250745
212	0.1703842574
213	0.1692476086
214	0.1687759138
215	0.1683036954
216	0.1677673938
217	0.1674054651
218	0.1669510112
219	0.1665912703
220	0.1659677543
221	0.1654836243
222	0.1651605157
223	0.1647685556
224	0.1644306931
225	0.1637686561
226	0.1632707446
227	0.1627818089
228	0.1623279347
229	0.1617457446
230	0.161291272
231	0.1608185114
232	0.1601440579
233	0.159806158
234	0.1594189663
235	0.1589174084
236	0.1583075804
237	0.1578956305
238	0.1574539671
239	0.1570638021
240	0.1567634508
241	0.156319693
242	0.1559648327
243	0.1556081211
244	0.1552316161
245	0.15479488
246	0.1543293186
247	0.1538952753
248	0.1536870657
249	0.1532059838
250	0.1529671632
251	0.1524889516
252	0.1521629352
253	0.1516250816
254	0.1511496843
255	0.1506283143
256	0.1502838509
257	0.149730299
258	0.1492969476
259	0.1488672144
260	0.1485877131
261	0.1482135548
262	0.1476601526
263	0.1473363895
264	0.1466715944
265	0.1463506736
266	0.1461295895
267	0.145719603
268	0.145182647
269	0.1446799858
270	0.1441379809
271	0.1439342312
272	0.1435000289
273	0.1428328121
274	0.142150346
275	0.1418753418
276	0.1413761214
277	0.1408051696
278	0.140507109
279	0.1401237787
280	0.1398151996
281	0.1392900617
282	0.138618731
283	0.1383280848
284	0.1379940931
285	0.137667712
286	0.1373790666
287	0.1371451827
288	0.1366663727
289	0.1363478361
290	0.1361073887
291	0.1357102114
292	0.1352079803
293	0.1349527883
294	0.1346256312
295	0.1342577654
296	0.1339606023
297	0.1335207434
298	0.133132972
299	0.1326185675
300	0.1321924153
301	0.1317835415
302	0.1312842182
303	0.1309066286
304	0.1306733524
305	0.1304962682
306	0.1303572281
307	0.1300992218
308	0.1295898101
309	0.1293399755
310	0.1289755129
311	0.1286027572
312	0.1283562417
313	0.1281218529
314	0.1277461613
315	0.1273822784
316	0.1269672805
317	0.1266053331
318	0.1264019199
319	0.126035307
320	0.1258579235
321	0.1254355113
322	0.1250466552
323	0.1248509089
324	0.1245808134
325	0.1242636419
326	0.1240609674
327	0.1237255919
328	0.1232041845
329	0.1228144683
330	0.1225337515
331	0.1223179593
332	0.1218878615
333	0.1215105805
334	0.1211606848
335	0.1209131129
336	0.1207131591
337	0.1205382534
338	0.1202440823
339	0.1200201371
340	0.1197380552
341	0.1195821014
342	0.119335829
343	0.1191605587
344	0.1187292922
345	0.1184097645
346	0.1179075615
347	0.1175774406
348	0.1174432904
349	0.1172215331
350	0.1169586649
351	0.1166364071
352	0.1162532545
353	0.1158004462
354	0.1156332353
355	0.1153433931
356	0.1151630551
357	0.1147717495
358	0.1144739226
359	0.1143461863
360	0.114009932
361	0.1137324501
362	0.1135461845
363	0.1132506202
364	0.1130402789
365	0.1127734745
366	0.1124734692
367	0.1123000033
368	0.1119907417
369	0.1115246567
370	0.1113158955
371	0.1109060587
372	0.1106778313
373	0.1103733848
374	0.1100956131
375	0.10989105
376	0.1096291075
377	0.1093732422
378	0.1092182328
379	0.1090038898
380	0.1088333878
381	0.108586704
382	0.1084051132
383	0.1082413056
384	0.1079729959
385	0.1077130823
386	0.1074557585
387	0.1071701891
388	0.1068199008
389	0.1066572713
390	0.1063319749
391	0.1062364765
392	0.105987633
393	0.1059012226
394	0.1057245591
395	0.1054411682
396	0.1052401861
397	0.1050892437
398	0.1048734515
399	0.1044934965
400	0.10429617
401	0.1040324323
402	0.1037136153
403	0.1034489426
404	0.1032584882
405	0.1028730355
406	0.1026150947
407	0.1024198345
408	0.1022503797
409	0.1020370558
410	0.1018143729
411	0.1015798812
412	0.10134682
413	0.1011800859
414	0.1010974248
415	0.1009187979
416	0.1007195548
417	0.1005377863
418	0.1002451018
419	0.1001446013
420	0.09992087121
421	0.09975650264
422	0.09956058801
423	0.09930019753
424	0.09899748073
425	0.09878427842
426	0.09856886957
427	0.09835224526
428	0.09823677587
429	0.09802421869
430	0.09792128731
431	0.09770486869
432	0.09745642718
433	0.09711826549
434	0.0970620548
435	0.09674466825
436	0.09655578464
437	0.09646655999
438	0.09623841678
439	0.09593413858
440	0.09573747597
441	0.0955287709
442	0.09535260294
443	0.09521224452
444	0.09498469035
445	0.09481819003
446	0.09467066971
447	0.09449875589
448	0.09430124245
449	0.09412798227
450	0.09384091695
451	0.09364953696
452	0.09354279088
453	0.09331706926
454	0.09315443974
455	0.09306189593
456	0.09286712198
457	0.09264076457
458	0.09240838593
459	0.09224923452
460	0.09211184932
461	0.09200030682
462	0.09178281298
463	0.09153821422
464	0.09136965696
465	0.09121691012
466	0.09094533733
467	0.09076591566
468	0.09053530413
469	0.09030751621
470	0.09012724372
471	0.08990892709
472	0.08965348262
473	0.08946732914
474	0.08933652616
475	0.08917952519
476	0.08901646558
477	0.08885229335
478	0.08859294069
479	0.08846240885
480	0.08835532619
481	0.08821420109
482	0.08803318061
483	0.08790196624
484	0.0878479247
485	0.08759483637
486	0.08739392898
487	0.087252112
488	0.08708431206
489	0.08691743776
490	0.0866635547
491	0.08650901271
492	0.08639356202
493	0.08624909906
494	0.08608630124
495	0.08579929202
496	0.08564728382
497	0.08540757497
498	0.08525667004
499	0.0850574643
500	0.08478720048
501	0.08470522189
502	0.08447951897
503	0.08430989583
504	0.08408992431
505	0.08384678411
506	0.08374360963
507	0.08355699801
508	0.08342497957
509	0.08327425227
510	0.08296823502
511	0.08276901058
512	0.08265841241
513	0.08255623836
514	0.08240394966
515	0.082174217
516	0.08202873492
517	0.08177042942
518	0.08163236169
519	0.08145187415
520	0.08135270137
521	0.08127635133
522	0.081136423
523	0.08086047453
524	0.08066282085
525	0.08056558347
526	0.08046771031
527	0.08031994689
528	0.08000162536
529	0.07991003523
530	0.07973990721
531	0.07963126313
532	0.07946674497
533	0.07934337504
534	0.07921142204
535	0.0790384517
536	0.07889037039
537	0.07874804852
538	0.07864627651
539	0.07850583394
540	0.078395937
541	0.07822615493
542	0.07814729915
543	0.07796352517
544	0.07786634857
545	0.0777574427
546	0.07765076675
547	0.07744254318
548	0.07737155522
549	0.07724721759
550	0.0769960553
551	0.07684095233
552	0.0766824928
553	0.07659674158
554	0.07633503746
555	0.076184787
556	0.0760640911
557	0.07583527472
558	0.07570111518
559	0.07550755669
560	0.07541841619
561	0.07530287668
562	0.07511629778
563	0.07489246013
564	0.0748405737
565	0.07472724073
566	0.07451734356
567	0.07441443088
568	0.07419814783
569	0.07406576007
570	0.07389771237
571	0.07379654342
572	0.07360486891
573	0.07346258444
574	0.07332277298
575	0.07311024385
576	0.07292553958
577	0.07286818822
578	0.07269885493
579	0.07260516578
580	0.07244881462
581	0.0723205314
582	0.07215736427
583	0.07209793727
584	0.07194185257
585	0.07174622779
586	0.07163720505
587	0.07150542502
588	0.07127264434
589	0.07115892335
590	0.07105138255
591	0.07094889061
592	0.07079518075
593	0.07059123937
594	0.07046586392
595	0.07020782489
596	0.07008082726
597	0.06995462904
598	0.06987505333
599	0.06966968611
600	0.06945256626
601	0.06928666433
602	0.06904842807
603	0.06887319041
604	0.0688011506
605	0.0686657756
606	0.0685087045
607	0.06842576756
608	0.06831262626
609	0.06824131105
610	0.0681775224
611	0.06808944777
612	0.06784345122
613	0.0676621783
614	0.06748955858
615	0.06737967566
616	0.06732928519
617	0.06722515237
618	0.0670865704
619	0.06696471046
620	0.06689953804
621	0.06678461561
622	0.06667236253
623	0.06656872057
624	0.06646319932
625	0.06627540962
626	0.06610289742
627	0.06594248379
628	0.06571528491
629	0.06556250067
630	0.06535984488
631	0.06525394028
632	0.06509713566
633	0.06497450903
634	0.06482042051
635	0.064675074
636	0.06457446603
637	0.06452217289
638	0.06432740829
639	0.06424197029
640	0.06404986569
641	0.06385816312
642	0.06383371821
643	0.06370192416
644	0.06361667315
645	0.06345756849
646	0.06333452113
647	0.06327505205
648	0.0631645614
649	0.06305868953
650	0.06295671183
651	0.06288812675
652	0.06264097083
653	0.06250457203
654	0.06234514012
655	0.06213657529
656	0.06205272207
657	0.06192290549
658	0.06180560355
659	0.0616457883
660	0.06157353813
661	0.061491826
662	0.06144258088
663	0.06138466854
664	0.0612717937
665	0.06122645677
666	0.06119737906
667	0.06110211915
668	0.06097093283
669	0.06089864993
670	0.06073148578
671	0.06068143658
672	0.06061281877
673	0.06046797715
674	0.06044595849
675	0.06026162821
676	0.0602395628
677	0.06002242892
678	0.05986591414
679	0.05979288326
680	0.0596760862
681	0.05963135701
682	0.05959625805
683	0.05945945254
684	0.05934620839
685	0.05926663268
686	0.05906650132
687	0.05894384197
688	0.05879773346
689	0.05876934762
690	0.05864695007
691	0.05859408192
692	0.05852461796
693	0.05849353005
694	0.05831841862
695	0.05810681511
696	0.05799904992
697	0.05790267271
698	0.05784896776
699	0.05766362302
700	0.05760711315
701	0.0575289773
702	0.05746610492
703	0.05740529416
704	0.0572887215
705	0.05718251771
706	0.05711451231
707	0.05694500138
708	0.05686017579
709	0.05677059117
710	0.05666690714
711	0.05661506279
712	0.05647021649
713	0.05641114011
714	0.05622166278
715	0.05617615288
716	0.05607409103
717	0.05599637125
718	0.05596455406
719	0.05587888231
720	0.05573004835
721	0.05563791593
722	0.05544861158
723	0.05529221366
724	0.05516124707
725	0.05501194561
726	0.05498061928
727	0.05481212747
728	0.05471692833
729	0.05457793965
730	0.0545417234
731	0.054366439
732	0.05423106399
733	0.05411282708
734	0.05395686393
735	0.05384886966
736	0.05371951122
737	0.05360284039
738	0.05348896045
739	0.05339014296
740	0.0532877866
741	0.05322519938
742	0.05314742818
743	0.0530992723
744	0.0530408878
745	0.05291120211
746	0.05282526858
747	0.05264949799
748	0.05255824444
749	0.05249725136
750	0.05239426856
751	0.05229593726
752	0.05222299987
753	0.05208285182
754	0.05198693743
755	0.05181784723
756	0.05164801841
757	0.05153534459
758	0.05144410975
759	0.05139265341
760	0.05126970422
761	0.05122911229
762	0.05117061091
763	0.05111825232
764	0.05104481005
765	0.05088261062
766	0.05081903233
767	0.05071680219
768	0.05060361413
769	0.05053816122
770	0.0504042401
771	0.05027660669
772	0.05013888957
773	0.05009243068
774	0.05004573803
775	0.04998641856
776	0.04993484534
777	0.04987042558
778	0.04971946455
779	0.04963081023
780	0.04958232244
781	0.04948974591
782	0.04939951616
783	0.04934513803
784	0.04927230816
785	0.04923527381
786	0.04910925323
787	0.04903716667
788	0.04893884004
789	0.04881390403
790	0.04879388622
791	0.04873145795
792	0.04860996733
793	0.04857447568
794	0.04851888208
795	0.04836454578
796	0.04823034417
797	0.04819715724
798	0.04812759979
799	0.04804130629
800	0.04795886021
801	0.04793029673
802	0.04779229445
803	0.04776133743
804	0.04773533111
805	0.047684389
806	0.04760390169
807	0.04747629166
808	0.04733405861
809	0.0472927748
810	0.04720640182
811	0.04705991932
812	0.04700549444
813	0.0469678243
814	0.04682551646
815	0.04680938347
816	0.0467469739
817	0.04665544454
818	0.04653458502
819	0.0464033239
820	0.04626015121
821	0.0461471969
822	0.04605181077
823	0.04600216828
824	0.04598648408
825	0.04586349749
826	0.04583122216
827	0.04575325461
828	0.04572070814
829	0.04564850938
830	0.04553944457
831	0.04546079449
832	0.04532817766
833	0.04520632706
834	0.04507493973
835	0.04496709038
836	0.04490042668
837	0.0448512844
838	0.04482064528
839	0.04480543324
840	0.04469812618
841	0.0446360532
842	0.04456789821
843	0.0445180921
844	0.04443868936
845	0.04441193973
846	0.04439639578
847	0.0443667524
848	0.04426054394
849	0.04414320927
850	0.04401640799
851	0.04395272218
852	0.04392274221
853	0.04383995486
854	0.04378032684
855	0.04372785138
856	0.04369731043
857	0.04359623965
858	0.0435277247
859	0.04349927341
860	0.04339336414
861	0.04336193964
862	0.04331214755
863	0.04320468155
864	0.04311859841
865	0.04298868834
866	0.04285497759
867	0.04279380686
868	0.04276399986
869	0.04266541144
870	0.04257173632
871	0.04255922635
872	0.0425372077
873	0.04247147429
874	0.04241828357
875	0.04239947656
876	0.04236987993
877	0.04231777378
878	0.04221599242
879	0.04219636263
880	0.04212715579
881	0.04211539848
882	0.04207627914
883	0.04199418835
884	0.04188850814
885	0.0417905929
886	0.04170039588
887	0.04152719647
888	0.04143268922
889	0.04140104032
890	0.04131617266
891	0.04127197172
892	0.04114079943
893	0.04109459297
894	0.04099956681
895	0.04093619421
896	0.04090726609
897	0.04082182342
898	0.040714881
899	0.04059440014
900	0.04047315728
901	0.04038959858
902	0.04031378148
903	0.04025837954
904	0.0402319665
905	0.04017958454
906	0.04015788845
907	0.04008362807
908	0.04006176369
909	0.03995691561
910	0.03990021874
911	0.03985245088
912	0.03981363072
913	0.03980288786
914	0.03977800818
915	0.03973646257
916	0.03964244618
917	0.03955684924
918	0.03945566159
919	0.03936637149
920	0.03927599215
921	0.03922628421
922	0.03911173811
923	0.03906161177
924	0.03904419319
925	0.03893877478
926	0.03887426152
927	0.03875072797
928	0.03869852365
929	0.03865801587
930	0.038618408
931	0.03855757386
932	0.03847721044
933	0.03835974955
934	0.03833361233
935	0.0382953555
936	0.03821007878
937	0.03812682862
938	0.03804060291
939	0.03796581194
940	0.03790435137
941	0.03789726426
942	0.03787414934
943	0.03786242476
944	0.03777803627
945	0.03767920475
946	0.03765473646
947	0.03755649398
948	0.03746027572
949	0.03741275329
950	0.03739023442
951	0.03731257775
952	0.03725334944
953	0.03720827664
954	0.03713708765
955	0.03710778087
956	0.03706644563
957	0.03699645809
958	0.03690647144
959	0.03684962497
960	0.03679165419
961	0.03674824799
962	0.0366692356
963	0.03659014608
964	0.03646667565
965	0.03639177248
966	0.03632520227
967	0.03630246368
968	0.03629120191
969	0.03620960198
970	0.03611862426
971	0.03603993678
972	0.03597755058
973	0.03596108567
974	0.03587715299
975	0.03577579938
976	0.03568732738
977	0.0356046312
978	0.03557855008
979	0.03555991603
980	0.03549281289
981	0.03548059277
982	0.03540841271
983	0.03531466746
984	0.03528109953
985	0.03514552584
986	0.03508501894
987	0.03502021818
988	0.03497104318
989	0.0349510277
990	0.034856074
991	0.03482238685
992	0.03474262181
993	0.03473282328
994	0.03464279455
995	0.0345899264
996	0.03456571289
997	0.03452209164
998	0.03447395914
999	0.03441689996
